name,Unnamed: 0,apmw1,apmw2,apmw3,eapmw1,eapmw2,eapmw3,emw1,emw2,emw3,emw4,mw1,mw2,mw3,mw4,peak_snrw1,peak_snrw2,w12,w12_err,w23,w23_err,groupcz,deextrestnuvmag,enuvmag,enuvmag_flag,logmstar,logmgas,logmbary,sfr_nuv,sfr_nuv_err,sfr_wise,sfr_wise_err,sfr_nuv_wise,sfr_nuv_wise_err,sfr_nuv_provisional,sfr_nuv_provisional_err,sfr_nuv_wise_provisional,sfr_nuv_wise_provisional_err
rs0462,468,17.303836999999998,17.33691,16.970713,0.0028629303,0.008434295999999999,,0.00886154,0.03055,0.40965,0.0068435697,16.0983,16.1991,15.7647,0.0,6.986742,2.6056046000000004,-0.033073425,0.03129431,-999.0,0.12377995,6735.8,-15.822000000000001,0.688,False,8.18426540427784,8.482594929806897,8.659588212604744,0.08817922366299656,0.05587665366068979,-999.0,-999.0,0.08817922366299656,0.05587665366068979,-999.0,-999.0,-999.0,-999.0
rs0463,469,14.557816500000001,14.574101,11.184633,0.0018672943,0.006638526999999999,0.058893204000000005,0.0009489063,0.0128279,0.014520600000000002,0.00716019,0.0,14.3251,10.536,7.2167,19.68573,7.431537599999999,-0.016284943,0.03078241,3.3894682,0.1338375,6796.998583110243,-18.003,0.062,False,8.764388606410995,9.089917422155091,9.257994986917724,0.6573039936001712,0.037534759755284426,-999.0,-999.0,0.6573039936001712,0.037534759755284426,-999.0,-999.0,-999.0,-999.0
rs0464,470,15.689445499999998,,,0.019540787,,,0.0480404,0.00251353,0.004486085,0.0068435697,16.8563,0.0,-999.0,-999.0,4.8288684,1.2412783,-999.0,0.030087855,-999.0,0.12377995,5323.6,-15.304,0.084,False,8.141189173338434,8.976135796170976,9.03540972281479,0.05472254296890544,0.00423371127281518,-999.0,-999.0,0.05472254296890544,0.00423371127281518,-999.0,-999.0,-999.0,-999.0
rs0465,471,-999.0,18.430998000000002,,-999.0,0.036712646,,0.0670834,0.07826419999999999,0.004486085,0.0068435697,18.5056,17.222,-999.0,0.0,1.5230689,0.6740261,0.42801476,0.04995186,-999.0,0.12377995,6852.8,-15.187000000000001,0.21600000000000003,False,7.764519241328514,8.896680402755011,8.927588855956076,0.049132206776903005,0.009774525909058399,-999.0,-999.0,0.049132206776903005,0.009774525909058399,-999.0,-999.0,-999.0,-999.0
rs0466,472,10.770729,10.740607,7.649249,0.0007171631,0.0015993118,0.020913123999999998,0.0009489063,0.00251353,0.004486085,0.0068435697,10.6227,10.6776,7.564539999999999,5.791530000000001,190.33848999999998,101.04316,0.030121803,0.030087855,3.0913582,0.12377995,6691.5,-19.916,0.018000000000000002,False,10.584168850148853,9.847811336574443,10.657338107496786,3.827950127617435,0.06346210248415131,0.9448812325642552,0.0035489535183551293,4.77283136018169,0.06356125803336786,-999.0,-999.0,-999.0,-999.0
rs0467,473,16.200032999999998,16.78022,14.6844225,0.006258011,0.030290604,2.3278818,0.0121641,0.08031460000000001,0.341276,0.556281,15.749,16.4507,14.2879,12.7503,5.396605,1.1561879,-0.58018684,0.04308925,2.0957974999999998,2.3311694,5894.0,-15.745,0.146,False,8.34243409092373,9.475788681842813,9.506615256235758,0.08214218877227615,0.011045739755380068,-999.0,-999.0,0.08214218877227615,0.011045739755380068,-999.0,-999.0,-999.0,-999.0
rs0468,474,13.904373000000001,13.794144000000001,10.793617,0.0013885498,0.0034198759999999996,0.050945282,0.00229931,0.0067625,0.010900499999999999,0.0068435697,13.6611,13.491,10.248,-999.0,25.788324,11.237423,0.11022949,0.030226206000000002,3.0005264,0.13041134,6791.3,-17.632,0.053,False,9.244385352242418,9.26342050393063,9.555037204375585,0.46705311285035456,0.022799106148056733,0.08287888320285365,0.0008320817362390178,0.5499319960532082,0.02281428502421544,-999.0,-999.0,-999.0,-999.0
rs0469,475,15.379614000000002,15.363506,,0.0082530975,0.02230072,,0.0009489063,0.128302,0.004486085,0.0068435697,0.0,17.0806,0.0,0.0,6.3450336,2.029334,0.01610756,0.03828101,-999.0,0.12377995,6758.1,-17.323,0.038,False,8.484314027687487,9.555340008612662,9.590734908809711,0.3513712882679473,0.012297746815172733,-999.0,-999.0,0.3513712882679473,0.012297746815172733,-999.0,-999.0,-999.0,-999.0
rs0470,476,13.997705999999999,15.023157000000001,,0.0035238265999999996,0.049028397,,0.00309086,0.022703599999999997,0.004486085,0.0068435697,13.9963,15.0089,0.0,-999.0,22.755426,8.566488,-1.0254507,0.057586465,-999.0,0.12377995,5776.9,-16.194000000000003,0.025,False,8.682178916026036,9.400925221919195,9.476872324622702,0.12421277689082072,0.002860104884281995,-999.0,-999.0,0.12421277689082072,0.002860104884281995,-999.0,-999.0,-999.0,-999.0
rs0471,477,16.414607999999998,16.070839000000003,,0.018757343,0.06079197,,0.0621433,0.00251353,0.004486085,0.0068435697,17.1092,-999.0,-999.0,-999.0,3.6598012000000004,1.2096294,0.34376907,0.07033848,-999.0,0.12377995,5598.7,-15.062999999999999,0.41700000000000004,False,7.92178985429588,9.438020151571033,9.451052466372344,0.04382947523637412,0.0168336388650129,-999.0,-999.0,0.04382947523637412,0.0168336388650129,-999.0,-999.0,-999.0,-999.0
rs0472,478,15.425629,15.64744,12.779010000000001,0.0025572777,0.010255098,0.19200087,0.0048933,0.00251353,0.035265,0.0068435697,14.8889,0.0,11.9821,-999.0,9.715098,2.9623632,-0.2218113,0.031807337000000005,2.8684301,0.22664839,6196.399999999999,-16.315,0.23800000000000002,False,8.283093300450762,9.271780905565993,9.314214253239198,0.13885651811542432,0.030438195914110785,-999.0,-999.0,0.13885651811542432,0.030438195914110785,-999.0,-999.0,-999.0,-999.0
rs0473,479,15.700810999999998,,,0.06111431,,,0.0231605,1.517,0.004486085,0.16555999999999998,15.681,19.8789,0.0,10.4405,8.81082,2.7717278,-999.0,0.030087855,-999.0,0.12377995,6426.799999999998,-16.394000000000002,0.069,False,8.443594332262268,9.515564387435964,9.55088547168083,0.14933660398090134,0.009490542573347903,-999.0,-999.0,0.14933660398090134,0.009490542573347903,-999.0,-999.0,-999.0,-999.0
rs0474,480,15.911389999999999,,,0.06285572,,,0.026983299999999998,0.00251353,0.004486085,0.0068435697,15.8981,-999.0,-999.0,-999.0,5.875955,2.4845905,-999.0,0.030087855,-999.0,0.12377995,6744.499999999997,-16.593,0.125,False,8.564284395832491,9.180685822934542,9.274765185776808,0.17937679950858743,0.020651517228872773,-999.0,-999.0,0.17937679950858743,0.020651517228872773,-999.0,-999.0,-999.0,-999.0
rs0475,481,15.795617000000002,16.35568,,0.012781143,0.06747246,,0.0147648,0.202372,0.004486085,0.0068435697,15.9289,17.6499,-999.0,-999.0,5.0697727,1.7110778000000002,-0.56006336,0.07493923599999999,-999.0,0.12377995,4534.7,-15.02,0.084,False,8.299461267934102,8.916522343942871,9.010473306356666,0.04212755661782964,0.0032592767381152362,-999.0,-999.0,0.04212755661782964,0.0032592767381152362,-999.0,-999.0,-999.0,-999.0
rs0476,482,13.630056,13.637491,10.947944999999999,0.002702713,0.0060300827,0.12253857,0.00285435,0.0153685,0.0242157,0.0068435697,13.5219,14.0338,10.7839,-999.0,23.535688,11.704476,-0.007434845,0.030719155,2.6895466,0.17161602,6695.299999999998,-17.389,0.038,False,9.32417686669429,9.589332796067874,9.777714291590778,0.37339308509514235,0.013068494143820435,0.04917203048991904,0.0010967075920619168,0.4225651155850614,0.013114431239270549,-999.0,-999.0,-999.0,-999.0
rs0477,483,15.262578,15.347239000000002,12.983694,0.0028181076,0.00850296,0.30979347,0.00428104,0.0234451,0.0948687,0.168947,14.6146,15.1615,12.8883,10.9237,11.034409,3.915916,-0.08466053,0.03130882,2.3635445,0.3323316,6685.749887439482,-16.72,0.048,False,8.584157348074385,9.30164083332308,9.377790787608136,0.20163516313319,0.008914216720395008,0.0076703505988042105,0.000714362881590103,0.2093055137319942,0.008942794533296829,-999.0,-999.0,-999.0,-999.0
rs0478,484,11.084712,10.862574,7.0676785,0.0005674362,0.00087833405,0.005142212,0.0009489063,0.00251353,0.004486085,0.0068435697,10.8753,10.6181,6.68878,4.41941,173.83788,113.62253,0.2221384,0.030087855,3.7948952000000005,0.12377995,6685.749887439482,-20.438,0.016,False,9.944155982069011,10.134752990340557,10.350857448743628,6.191077933249187,0.09123509605544948,2.720469431497366,0.011323077578570203,8.911547364746554,0.09193505772064002,-999.0,-999.0,-999.0,-999.0
rs0479,485,16.656397,16.479988,,0.011659622,0.030321121,,0.066843,0.00251353,0.004486085,0.0068435697,17.31,-999.0,-999.0,-999.0,3.1889706,1.581817,0.17640877,0.04421897,-999.0,0.12377995,5715.1,-14.960999999999999,0.073,False,7.822044434412257,8.981997325183295,9.011052457910402,0.0398993913686397,0.0026826549185209854,-999.0,-999.0,0.0398993913686397,0.0026826549185209854,-999.0,-999.0,-999.0,-999.0
rs0480,486,15.305606,15.197360999999999,12.699492999999999,0.0021238326999999998,0.005440235,0.13804102,0.0009489063,0.00620842,0.047443400000000004,0.157493,0.0,14.3713,12.2925,10.8854,12.639744,4.9429464,0.108244896,0.03056316,2.4978675999999997,0.18298884,5809.0,-16.809,0.16,False,8.602248988234582,9.33490748165673,9.408652341828743,0.2188599375398978,0.03225239229651058,-999.0,-999.0,0.2188599375398978,0.03225239229651058,-999.0,-999.0,-999.0,-999.0
rs0481,487,15.691054000000001,15.803682,,0.020565987,0.08543301,,0.0163994,0.07477,0.004486085,0.0068435697,16.0058,16.5147,-999.0,-999.0,9.183779,2.8487182,-0.11262798,0.09285342,-999.0,0.12377995,6135.299999999997,-16.009,0.212,False,8.502959594873039,8.662032937816651,8.890769080441546,0.10475295211044822,0.02045397929081887,-999.0,-999.0,0.10475295211044822,0.02045397929081887,-999.0,-999.0,-999.0,-999.0
rs0482,488,16.292374,16.654401999999997,,0.008216858,0.039793015,,0.0255394,0.00251353,0.004486085,0.0853195,16.4632,-999.0,0.0,10.3148,4.283766,1.307542,-0.36202812,0.050507434000000004,-999.0,0.12377995,6699.399999999999,-15.960999999999999,0.062,False,8.564186484596352,9.000211024380134,9.135794239531405,0.10022273980437693,0.005723130388983975,-999.0,-999.0,0.10022273980437693,0.005723130388983975,-999.0,-999.0,-999.0,-999.0
rs0483,489,17.938189,18.451302,15.602576999999998,0.0041828156,0.021095276,0.53290176,0.00838089,0.00251353,0.13305999999999998,0.0068435697,16.2361,0.0,14.105,-999.0,4.66234,1.2013767,-0.513113,0.036912147,2.8487244,0.54665285,4669.3,-15.423,0.257,False,7.759756551958121,7.876414925800638,8.123021050342116,0.06106133159507761,0.014453568142208979,-999.0,-999.0,0.06106133159507761,0.014453568142208979,-999.0,-999.0,-999.0,-999.0
rs0484,490,16.051561,15.821484,,0.005039215,0.012377738999999999,,0.014513,0.0226727,0.004486085,0.0068435697,16.0745,15.2495,-999.0,-999.0,6.241816,2.486587,0.23007774,0.032842077000000004,-999.0,0.12377995,5826.6,-16.180999999999997,0.073,False,8.302287189388709,8.53183585962585,8.733084346381832,0.12273439069916522,0.008252106249910875,-999.0,-999.0,0.12273439069916522,0.008252106249910875,-999.0,-999.0,-999.0,-999.0
rs0485,491,16.357810999999998,16.546789999999998,13.680887,0.0014972687,0.005420685,0.090786934,0.00502396,0.0167446,0.026523599999999998,0.0340233,15.2816,15.4516,12.2365,9.97653,13.553891,4.136725,-0.1889782,0.030522542000000003,2.865902,0.15057108,6420.5999999999985,-16.617,1.6480000000000001,False,8.363580925151457,9.308413839417037,9.355121516905783,0.1833860393233098,0.27835508430166167,0.015070343706813838,0.00032093008869970674,0.19845638303012364,0.27835526931011567,-999.0,-999.0,-999.0,-999.0
rs0486,492,16.058472000000002,,,0.023420333999999998,,,0.0009489063,0.00251353,0.004486085,0.0068435697,-999.0,-999.0,0.0,-999.0,4.179633,1.3100481000000002,-999.0,0.030087855,-999.0,0.12377995,5021.6,-16.305999999999997,0.057999999999999996,False,8.240528945197488,9.065487003678292,9.12604812022047,0.13771025134197123,0.00735647806790569,-999.0,-999.0,0.13771025134197123,0.00735647806790569,-999.0,-999.0,-999.0,-999.0
rs0487,493,15.114073000000001,15.483510999999998,14.069109,0.015022278,0.063360214,,0.0009489063,0.00251353,0.004486085,0.0068435697,-999.0,-999.0,-999.0,-999.0,7.9337955000000004,2.154999,-0.36943817,0.07169508,-999.0,0.12377995,4603.8,-15.849,0.0,False,8.31961330129122,9.454658417955589,9.485369366895721,0.09039955048657745,0.0,-999.0,-999.0,0.09039955048657745,0.0,-999.0,-999.0,-999.0,-999.0
rs0488,494,17.01771,,,0.008466721,,,0.022766099999999997,0.00251353,0.004486085,0.230594,16.7601,0.0,-999.0,11.5379,3.5951235,0.8786339,-999.0,0.030087855,-999.0,0.12377995,4816.5,-15.323,0.07,False,7.760079230019675,8.938739684082137,8.966608277504882,0.05568859628021631,0.0035903764860485193,-999.0,-999.0,0.05568859628021631,0.0035903764860485193,-999.0,-999.0,-999.0,-999.0
rs0489,495,16.383041,16.560497,,0.006001949300000001,0.015823841,,0.0009489063,0.00251353,0.004486085,0.0068435697,0.0,0.0,-999.0,-999.0,4.4063625,1.7892337,-0.1774559,0.03444441,-999.0,0.12377995,6617.2,-15.357999999999999,0.094,False,8.08400748619146,8.609638988388872,8.722948635996858,0.05751303297923467,0.004979317329896373,-999.0,-999.0,0.05751303297923467,0.004979317329896373,-999.0,-999.0,-999.0,-999.0
rs0490,496,15.324978,16.221107,,0.02639389,0.21981621,,0.014537799999999998,0.0981884,0.004486085,0.0068435697,15.3253,16.2831,0.0,-999.0,11.954248,4.270938,-0.8961296000000001,0.22341844,-999.0,0.12377995,5830.6,-16.174,0.21,False,8.562296117639836,8.582845099835353,8.873722129456336,0.12194563820936344,0.023586377530508146,-999.0,-999.0,0.12194563820936344,0.023586377530508146,-999.0,-999.0,-999.0,-999.0
rs0491,497,12.490489,12.569272999999999,11.161266,0.0004529953,0.001001358,0.04897499,0.0009489063,0.00251353,0.00935364,0.0475292,11.9214,11.9018,10.2195,9.2857,101.63248399999999,44.04238,-0.07878399,0.030087855,1.4080066999999998,0.12961309,6636.000000000001,-16.125999999999998,0.158,False,9.964049404559633,9.292815430945438,10.047978085295336,0.11667190014510957,0.016978489012470507,0.059060860921675236,0.0008799179197772743,0.17573276106678482,0.017001274796088876,-999.0,-999.0,-999.0,-999.0
rs0492,498,14.244192000000002,14.416525,12.619007,0.0032606125,0.011846542,0.7103729,0.00442505,0.031115499999999997,0.004486085,0.0068435697,14.1497,15.2609,0.0,-999.0,11.507926,4.7859263,-0.17233276,0.0324187,1.7975178,0.72053456,4904.000000000001,-16.871,0.036000000000000004,False,8.660270551789571,9.263037195370842,9.359805969883338,0.23172146787662823,0.007683240926295708,-999.0,-999.0,0.23172146787662823,0.007683240926295708,-999.0,-999.0,-999.0,-999.0
rs0493,499,14.943418,15.006174,12.254201,0.0006380081,0.0018239021,0.035598755,0.0009489063,0.00705099,0.0123959,0.03834509999999999,0.0,14.5033,11.0115,9.77533,30.074707,10.792075,-0.06275654,0.030087855,2.7519732000000006,0.12518226,5244.9,-16.55,0.187,False,8.681017093509103,9.16737200320073,9.290020665695879,0.17241151614226383,0.029695015582340036,-999.0,-999.0,0.17241151614226383,0.029695015582340036,-999.0,-999.0,-999.0,-999.0
rs0494,500,12.561135,12.473988,9.528588000000001,0.0009856224000000002,0.0019407272,0.025541306,0.0009489063,0.00251353,0.004486085,0.00866127,12.3836,12.1448,9.09437,7.25932,68.77483000000001,33.517759999999996,0.08714771,0.030087855,2.9453993,0.12377995,6498.164868452457,-18.406,0.025,False,9.74378311161906,9.481048655276613,9.933018348989966,0.9527221689140649,0.021937238639064834,0.22411034703943228,0.0010185933586152472,1.1768325159534971,0.021960873651507905,-999.0,-999.0,-999.0,-999.0
rs0495,501,14.885432999999999,14.9406805,12.72154,0.0036716461,0.011689186,0.47920132,0.00598717,0.024374,0.10291199999999999,0.0068435697,14.7748,14.94,12.7394,-999.0,10.607438,3.9877714999999996,-0.055247307,0.032405525,2.2191400000000003,0.49413615,5189.3,-17.349,0.053,False,8.52089563520805,9.199542387954958,9.282177576312698,0.3598870926351955,0.017567817878850724,0.00487748133805634,0.0004623142870821687,0.36476457397325185,0.017573899952045575,-999.0,-999.0,-999.0,-999.0
rs0496,502,12.966137,12.900273,10.001917,0.00054740906,0.0015263557,0.021966457,0.0009489063,0.00479174,0.0167046,0.0068435697,12.7167,12.8275,10.2336,-999.0,72.10641,32.37814,0.06586361,0.030087855,2.8983564,0.12377995,4984.2,-17.526,0.062,False,9.400446897300043,9.594918118697123,9.809507957877113,0.4236100655101797,0.0241898759077321,0.045236498472573154,0.0006959863814740194,0.4688465639827529,0.024199886228548167,-999.0,-999.0,-999.0,-999.0
rs0497,503,15.413429999999998,15.373111999999999,14.295542000000001,0.002043724,0.0058918,0.80273056,0.00239277,0.00700283,0.12652,0.0068435697,14.3287,14.3099,13.8689,-999.0,11.441667,4.4704175,0.04031849,0.030641314,1.0775700000000001,0.81167173,5755.3,-15.987,0.084,False,8.28213218152534,8.736782883875463,8.867449192281514,0.10265172951930425,0.00794184189661656,-999.0,-999.0,0.10265172951930425,0.00794184189661656,-999.0,-999.0,-999.0,-999.0
rs0498,504,10.18752,10.198325,8.541269,0.0009107589999999999,0.002231598,0.10760784,0.0009489063,0.00251353,0.029234899999999998,0.0068435697,10.1327,0.0,9.93671,-999.0,236.20893999999998,152.13335,-0.01080513,0.030096669,1.6570558999999998,0.16119686,6498.164868452457,-18.142,0.042,False,10.903714267365523,9.496679906066117,10.920401322739785,0.7470785564492575,0.028899560715909624,-999.0,-999.0,0.7470785564492575,0.028899560715909624,-999.0,-999.0,-999.0,-999.0
rs0499,505,-999.0,17.712341000000002,16.062673999999998,-999.0,-999.0,0.93927574,0.0009489063,0.029577299999999997,0.363935,0.0521421,0.0,16.1561,15.2202,10.4272,-999.0,-999.0,-999.0,0.030087855,1.6496677,0.9469839,6942.8,-15.058,0.18899999999999997,False,7.9447147729169645,8.534772433488891,8.634109595468297,0.04362809708996159,0.007594579893225216,-999.0,-999.0,0.04362809708996159,0.007594579893225216,-999.0,-999.0,-999.0,-999.0
rs0500,506,16.226604000000002,16.340088,14.897514000000001,0.0036525726,0.010923386,1.1714764,0.0108356,0.0689888,0.004486085,0.198467,15.9897,16.5473,-999.0,11.447000000000001,8.194854,2.7587035,-0.11348343,0.032135053999999996,1.4425735,1.177657,5722.402733962162,-14.677999999999999,0.20800000000000002,False,8.541916859999896,8.287041033478245,8.733944098757387,0.030744417631521692,0.005889864259229623,0.0037469452127634377,0.0006849223340647315,0.03449136284428513,0.005929554755278949,-999.0,-999.0,-999.0,-999.0
rs0501,507,16.294178,16.332697,,0.0020332336,0.005926132,,0.00257111,0.00513268,0.004486085,0.0068435697,14.4521,14.0602,0.0,-999.0,10.778300999999999,4.118244,-0.038518906,0.030647237,-999.0,0.12377995,6454.9,-16.105999999999998,0.136,False,8.48365541480981,8.506833328540107,8.79642897209559,0.11454239797569447,0.014347652824347657,-999.0,-999.0,0.11454239797569447,0.014347652824347657,-999.0,-999.0,-999.0,-999.0
rs0502,508,11.754155,11.66259,8.790022,0.0006942749,0.0016860962,0.021375656,0.0009489063,0.00251353,0.004486085,0.00994873,11.2755,11.1222,8.1747,7.052639999999999,167.53316999999998,76.633064,0.09156513,0.030087855,2.8725681,0.12377995,5722.402733962162,-18.43,0.046,False,9.842003356139607,9.749024975248421,10.099027648919309,0.9740164035221327,0.04126670397990399,0.3058511174021727,0.0012802866895520921,1.2798675209243053,0.04128655945186603,-999.0,-999.0,-999.0,-999.0
rs0503,509,10.103019,10.094531,6.8210726,0.0008459091000000001,0.0021362305,0.022437096,0.0009489063,0.00251353,0.004486085,0.0068435697,10.0582,10.0783,6.759010000000001,5.09943,282.9317,154.40398000000002,0.008487701,0.030087855,3.2734585,0.12377995,5722.402733962162,-20.278,0.023,False,10.642050255870613,10.22345022912166,10.782375032024724,5.342767443947535,0.11318002538026108,1.3797281820041933,0.005082078543165799,6.722495625951728,0.11329406722064243,-999.0,-999.0,-999.0,-999.0
rs0504,510,16.63839,17.629486,14.355915,0.0137043,0.8945255,,0.042169599999999995,0.00251353,0.004486085,0.0068435697,17.1162,0.0,-999.0,-999.0,2.8836112000000003,0.7662485,-0.9910965,0.8951333,-999.0,0.12377995,4904.8,-14.414000000000001,0.23800000000000002,False,7.8602730630157005,8.448579762151006,8.548275497666832,0.024108282448397637,0.005284682593776871,-999.0,-999.0,0.024108282448397637,0.005284682593776871,-999.0,-999.0,-999.0,-999.0
rs0505,511,-999.0,9.702339,6.264838,-999.0,-999.0,0.005902290300000001,0.0009489063,0.00251353,0.004486085,0.0068435697,0.0,9.593760000000001,6.18543,4.094119999999999,-999.0,-999.0,-999.0,0.030087855,3.437501,0.12377995,5722.402733962162,-20.354,0.016,False,10.742126025410428,9.395770346745259,10.761260919290065,5.73015369646831,0.08444266548513711,-999.0,-999.0,5.73015369646831,0.08444266548513711,-999.0,-999.0,-999.0,-999.0
rs0506,512,17.551073000000002,18.297176,15.398554999999998,0.009278774,0.047854304,2.11249,0.028822399999999998,0.00251353,0.5405979999999999,0.0068435697,17.072,-999.0,15.7959,-999.0,2.9887812,0.94525546,-0.7461033,0.05723749,2.8986216000000002,2.1164365000000003,5722.402733962162,-15.01,0.20800000000000002,False,7.982830971891388,8.630445428824611,8.718618814939125,0.041741328857224466,0.0079965984041555,-999.0,-999.0,0.041741328857224466,0.0079965984041555,-999.0,-999.0,-999.0,-999.0
rs0507,513,14.134246,,,0.0031023026,,,0.0030508,0.00251353,0.004486085,0.0700846,14.1126,-999.0,-999.0,9.733889999999999,26.700333,3.1189459999999998,-999.0,0.030087855,-999.0,0.12377995,5447.7,-15.255,0.47100000000000003,False,8.161459879884317,8.504949521197064,8.667343675037088,0.05230777788775821,0.022691481850900013,-999.0,-999.0,0.05230777788775821,0.022691481850900013,-999.0,-999.0,-999.0,-999.0
rs0508,514,13.975378,13.952314000000001,11.472671499999999,0.002679348,0.008711338,0.24033308,0.00242424,0.00702238,0.0247965,0.0068435697,13.7143,13.6554,11.2487,0.0,21.054409,7.709756,0.02306366,0.031353887000000004,2.4796429,0.26876733,5713.299999999998,-16.523,0.046,False,8.882040939240431,9.555755295615443,9.639249131979891,0.16817687214321173,0.007125244681613186,0.023336306351817458,0.0005329643774582887,0.1915131784950292,0.007145149599588276,-999.0,-999.0,-999.0,-999.0
rs0509,515,10.614626,10.527813,8.645514,0.00051498413,0.0005302429,0.014610290500000001,0.0009489063,0.00251353,0.004486085,0.0068435697,10.6144,10.5234,8.646,0.0,182.69965,159.23933,0.08681297,0.030087855,1.8822994,0.12377995,5573.4,-17.801,0.03,False,10.04173544597889,9.31386088224741,10.116230891785618,0.545715476986188,0.015078675867894397,0.24410601774431592,0.0010086062708542188,0.789821494730504,0.01511237084439855,-999.0,-999.0,-999.0,-999.0
rs0510,516,11.307707,11.418908,,0.0007047653,0.0019207001,,0.0009489063,0.00251353,0.004486085,0.0068435697,11.3157,11.4289,0.0,-999.0,137.1562,80.28237,-0.11120129,0.030087855,-999.0,0.12377995,5291.0,-15.937000000000001,0.111,False,8.581117509939956,9.068798830522825,9.191121525411145,0.09803164063321283,0.010022243029752083,-999.0,-999.0,0.09803164063321283,0.010022243029752083,-999.0,-999.0,-999.0,-999.0
rs0511,517,13.283197,13.384409,13.439915,0.0005617142,0.0011434555,0.28934002,0.0009489063,0.00251353,0.08687689999999999,0.155416,12.7747,12.8041,13.0973,11.2818,61.248608,26.28792,-0.10121155,0.030087855,-0.055505753,0.31323943,5807.499999999999,-14.360999999999999,0.59,False,9.72224561390416,8.34224561390416,9.73998283250612,0.022959703268960747,0.01247653423485547,0.004443398474228364,0.00036650232596445914,0.027403101743189114,0.012481916137695283,-999.0,-999.0,-999.0,-999.0
rs0512,518,15.021013,14.786278,13.205305,0.0049381256,0.01240015,1.4712843999999998,0.00833321,0.0169907,0.923939,0.700911,15.0514,14.5263,15.5931,12.6285,9.431758,3.332161,0.23473549,0.032835178,1.5809726999999998,1.476222,6513.0999999999985,-15.86,0.055,False,8.843781561223299,8.765586726904443,9.107471642724306,0.09132007740649323,0.004625989476399589,-999.0,-999.0,0.09132007740649323,0.004625989476399589,-999.0,-999.0,-999.0,-999.0
rs0513,519,15.541847,15.750573999999999,13.13047,0.0028762817,0.010513306000000002,0.28601265,0.00472164,0.019687700000000002,0.0711632,0.0068435697,14.932,15.1117,12.7432,-999.0,11.20848,3.180684,-0.20872688,0.03191869,2.6201038,0.31034458,4983.4,-14.672,0.121,False,8.400445162668348,8.283427015730075,8.646895453207344,0.030574986288256854,0.0034074329700585436,0.004482389117352137,0.0002937924993548626,0.03505737540560899,0.003420075069076579,-999.0,-999.0,-999.0,-999.0
rs0514,520,16.255404000000002,16.172188000000002,14.101657999999999,0.0046806335,0.013759613,0.6940565,0.0130205,0.00251353,0.132866,0.0068435697,15.9487,-999.0,12.9949,-999.0,6.2252264,1.9841887999999999,0.08321571,0.033335194,2.0705299999999998,0.7044883000000001,5923.4,-15.793,0.109,False,8.382498117549385,8.99122187206245,9.086807287177637,0.08585513410933406,0.008619229585332061,-999.0,-999.0,0.08585513410933406,0.008619229585332061,-999.0,-999.0,-999.0,-999.0
rs0515,521,15.606233,16.495678,17.67342,0.00650692,0.052228928,,0.0009489063,0.00251353,0.004486085,0.0068435697,0.0,-999.0,-999.0,-999.0,5.087028,1.0351866,-0.8894453000000001,0.06058218,-999.0,0.12377995,5990.8,-15.437999999999999,0.048,False,8.722645158613268,8.518651911521081,8.933547272752644,0.06191077933249187,0.0027370528816634833,-999.0,-999.0,0.06191077933249187,0.0027370528816634833,-999.0,-999.0,-999.0,-999.0
rs0516,522,12.993883,12.860525,10.088587,0.0023565292,0.0072193145999999995,0.12181568,0.00210953,0.00603771,0.0127668,0.0111775,12.7759,12.7495,9.9282,7.28538,49.158527,18.72765,0.133358,0.030946271,2.7719383,0.17114666,5085.3,-18.011,0.016,False,9.080667581129099,9.767744939542473,9.848931046806486,0.662165075301218,0.009758025161535143,0.09954850958739976,0.0007935614057984151,0.7617135848886178,0.009790239770195913,-999.0,-999.0,-999.0,-999.0
rs0517,523,13.09119,12.981842,9.411123,0.0004711151,0.0007591247599999999,0.0058898926,0.0009489063,0.00251353,0.004486085,0.0068435697,12.6036,12.3114,8.37384,6.611619999999999,69.806625,39.202312,0.1093483,0.030087855,3.5707187999999994,0.12377995,6233.0999999999985,-18.92,0.027000000000000003,False,9.503172475580648,9.149084372484486,9.662287874654963,1.5295591309018919,0.038036952579610386,0.38715398158085634,0.0014513168136430163,1.9167131124827481,0.03806463032839137,-999.0,-999.0,-999.0,-999.0
rs0518,524,16.878649,16.833363000000002,16.200554,0.0024871826,0.007610321,3.0813313,0.0051918,0.017866099999999996,0.004486085,0.0068435697,15.4053,15.4605,-999.0,-999.0,10.440659,3.5922968,0.04528618,0.031050007999999997,0.6328087,3.0836766,4972.1,-14.92,0.38,False,7.600420223530993,8.220395173997996,8.313780828193659,0.03842078827104039,0.013447004418764692,-999.0,-999.0,0.03842078827104039,0.013447004418764692,-999.0,-999.0,-999.0,-999.0
rs0519,525,11.356195,11.219743,7.6650333,0.0006017685,0.0011739731,0.009552001999999999,0.0009489063,0.00251353,0.004486085,0.0068435697,0.0,11.0424,7.2979199999999995,5.5374,129.01527,67.676445,0.13645267,0.030087855,3.5547093999999997,0.12377995,5776.899999999998,-19.545,0.016,False,9.962179608077603,9.834984063504221,10.204251889012049,2.719983508919859,0.040083158277302515,-999.0,-999.0,2.719983508919859,0.040083158277302515,-999.0,-999.0,-999.0,-999.0
